Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Annual Income_nan,Years in current job_nan,Bankruptcies_nan,Credit Score_nan,Term_Long Term,Term_Short Term,Credit Default
Home Mortgage,0.27649546935177927,10+ years,-0.11095342154390785,-0.8415711152477163,0.21054297049046988,-0.4646945996851725,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36214820945003634,-0.6635428943276848,0.29461301727335104,-0.26133160288828733,0,0,0,0,1,0,1
Rent,-0.6678499730453611,10+ years,-0.11095342154390785,-0.4341227023397134,-0.47113226448182266,0.06857028625152857,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3596997063339609,0.29539313702042175,0.23474367094466994,-0.2446395744421389,0,0,0,0,1,0,0
Rent,0.34385699970580597,9 years,-0.11095342154390785,2.621740394470308,1.644901277411335,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36209101109410213,1.626916643957155,1.9052996750151365,-0.22516554125496577,0,0,0,0,0,1,0
Home Mortgage,1.337686498858617,10+ years,-0.11095342154390785,1.603119362200301,1.9289326253164567,1.1458973224071136,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.361851880618088,1.1640665198623794,2.8933115906885947,-0.24394407325688272,0,0,0,0,0,1,0
Rent,0.96137061814184,3 years,-0.11095342154390785,0.5844983299302937,0.3099539422572624,1.0920609630001181,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35933722036743804,0.9665048951519011,1.617775881512269,-0.22447004006970958,0,0,0,0,0,1,0
Rent,-0.6737268221011743,10+ years,-0.11095342154390785,-0.6378469087937149,-0.32911659052926173,-0.9355003109895237,5.676295437288058,8.3113939975103,other,Short Term,-0.3642190655895823,-0.7230803763886943,-1.3270580723578704,-0.2835876408164852,0,1,0,0,0,1,0
Rent,-0.8181787841873387,< 1 year,-0.11095342154390785,-1.656467941063722,-1.1102027972683468,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3692077270185916,-0.6405289077880376,-0.8099512673032819,-0.25020358392418834,0,0,0,0,0,1,0
Rent,0.47509839773793655,10+ years,-0.11095342154390785,0.5844983299302937,-0.059286810019396174,-0.6499726555273531,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.34728421741214405,-0.18072738970241012,0.9540143331399449,3.5847899515784083,0,0,0,0,1,0,1
Home Mortgage,-0.31711567057153567,10+ years,-0.11095342154390785,-0.23039849588571198,0.7786056663007136,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36489579794533405,-0.6115372624069235,-0.3802168136135192,4.398526338328144,0,1,0,0,0,1,1
Own Home,-0.7270876238222344,1 year,-0.11095342154390785,-0.4341227023397134,-0.6983573428059201,0.5870639148021877,-0.3409788778582933,-0.3370990397177327,medical bills,Short Term,-0.3680472206162637,-0.5811109789038574,-0.5130362037880722,-0.24950808273893219,0,0,0,0,0,1,0
Home Mortgage,-0.36272298236181694,10+ years,-0.11095342154390785,1.1956709492922981,-0.5563416688533591,-0.2956124402662663,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.35971348907033057,0.03327279682210187,1.2378486991379638,-0.27941463370494807,0,0,0,0,1,0,1
Rent,-1.419716262543074,10+ years,-0.11095342154390785,-1.656467941063722,0.849613503276994,-0.945097879240353,-0.3409788778582933,-0.3370990397177327,medical bills,Short Term,-0.369835530660231,-0.886868228644885,-1.4987003019584448,-0.22168803532868483,0,0,0,0,0,1,0
Rent,-0.6914561398409804,5 years,-0.11095342154390785,-0.4341227023397134,-0.826171449363225,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36680608520617314,-0.7056853891600259,-0.805339482922221,4.203786006456411,0,0,0,0,0,1,1
Home Mortgage,-0.6722946488018585,10+ years,-0.11095342154390785,0.5844983299302937,-0.1871009165767008,0.41055863618928073,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36700180006262273,0.2470338769929552,0.29654158165088557,4.099460828667985,0,0,0,0,0,1,1
Rent,0.35472176266613287,2 years,-0.11095342154390785,-0.026674289431710546,-0.826171449363225,-1.1446223254548582,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36768473464974083,-0.804017877102155,-0.6849299852639773,-0.22516554125496577,0,0,0,0,0,1,0
Home Mortgage,0.3255350585318002,4 years,-0.11095342154390785,0.5844983299302937,-0.3717212927150301,-0.03010471232730982,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36173886217985657,0.10052145878860355,-0.07743220634059571,-0.22099253414342865,0,0,0,0,0,1,0
Rent,-0.734915191682288,5 years,-0.11095342154390785,0.7882225363842952,0.6365899923481526,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36683020499482005,-0.5537333014099394,-0.17008714708736405,-0.22864304718124667,0,0,0,0,0,1,1
Home Mortgage,0.5100878729988074,3 years,-0.11095342154390785,0.9919467428382966,-0.40012442750554217,-1.0747400316285076,1.6647792271904904,2.545731972691612,other,Short Term,-0.3667344149770507,-0.6121350282910702,0.47925209376600614,-0.25994060051777496,0,0,0,0,0,1,1
Own Home,-0.276644428544318,4 years,-0.11095342154390785,-0.23039849588571198,2.42598748415042,-0.6243291528571686,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36485651714668044,-0.6203841974922945,-0.8740131448874728,4.342886243507649,0,0,0,0,0,1,1
Rent,-0.45825881848341865,9 years,-0.11095342154390785,-0.6378469087937149,0.7075978293244332,0.3655700350135186,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3604343261824654,-0.1034362608822442,0.651062024616801,-0.2578540969620064,0,0,0,0,0,1,0
Home Mortgage,-0.30136176427906164,3 years,-0.11095342154390785,-0.4341227023397134,-0.5279385340628471,-1.1629176899330016,3.6705373322392743,2.545731972691612,debt consolidation,Short Term,-0.36428797927143075,-0.5936042858825231,-0.241779431556583,-0.23072955073701523,0,0,0,0,0,1,1
Home Mortgage,1.597848186472263,3 years,-0.11095342154390785,1.1956709492922981,0.04012416174739688,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,3.5383926116929985,3.4346512264000304,-0.2230790376991972,0,0,0,0,0,1,0
Home Mortgage,-0.5575232437118598,5 years,-0.11095342154390785,1.603119362200301,-1.0675980950825785,-0.8034587665386618,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3622722540773636,-0.5096181791599144,0.47765893188891234,-0.23838006377483326,0,0,0,0,1,0,1
Home Mortgage,1.7344972733414652,10+ years,-0.11095342154390785,-0.23039849588571198,0.22474453788572568,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35222119357976706,-0.5785405856020267,0.5502735732343434,-0.22168803532868483,0,0,0,0,0,1,0
Own Home,-0.40875006908465633,9 years,-0.11095342154390785,1.8068435686543023,-0.8971792863395054,0.12825516381137306,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.361409454780621,-0.5713076184038518,-0.4358097780615802,-0.2265565436254781,1,0,0,1,1,0,1
Rent,-0.5440657532269095,10+ years,-0.11095342154390785,-1.2490195281557193,0.45196961620982334,-1.1629176899330016,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.36342517997468815,-0.7886552938795852,-0.7193925921842684,-0.27385062422289863,0,0,0,0,1,0,1
Rent,1.9929798612248788,2 years,-0.11095342154390785,-1.0452953217017178,-0.44272912969131056,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.3663333373486927,-0.8368950007302225,-1.1124004720757645,-0.22099253414342865,0,0,0,0,0,1,0
Home Mortgage,0.47001171326105623,8 years,-0.11095342154390785,0.3807741234762923,0.054325729142652664,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3549053814877642,0.009182831690990604,-1.3678094761614266,-0.22516554125496577,0,0,0,0,0,1,0
Rent,-0.5446336840180175,4 years,-0.11095342154390785,-1.0452953217017178,-1.2380169038256517,-0.8888621277706503,-0.3409788778582933,-0.3370990397177327,small business,Short Term,-0.36899202719440594,-0.33590741322688866,-0.2906643459958282,-0.2446395744421389,0,0,0,0,0,1,1
Rent,-0.024186845575267575,10+ years,-0.11095342154390785,0.9919467428382966,-0.9113808537347615,0.15299889445804227,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3648592736939544,0.2771612775539479,0.8427445536187127,-0.24533507562739507,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,9 years,-0.11095342154390785,-0.6378469087937149,0.054325729142652664,0.8414744544511229,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3472911087803289,1.2113498012983819,0.7926857304279247,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.12456243974283308,6 years,-0.11095342154390785,0.1770499170222909,-0.44272912969131056,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,2.76051988315993,0.4206848663375662,0.13303286268600026,-0.2404665673306018,0,0,0,0,1,0,0
Home Mortgage,1.477767863117559,7 years,-0.11095342154390785,1.8068435686543023,0.721799396719689,-0.9968347705924795,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.347332456989438,-0.26118667770855347,0.9173716099667886,-0.264113607629312,0,0,0,0,1,0,0
Rent,-1.106539470211651,10+ years,-0.11095342154390785,0.1770499170222909,3.5763144431661638,-0.9804889121652859,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3672595372327359,-0.4753661939983095,-0.9704413637642001,-0.2766326289639233,0,1,0,0,0,1,0
Rent,-0.40875006908465633,1 year,-0.11095342154390785,-0.23039849588571198,-0.47113226448182266,0.021932103032655102,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.362008314675884,-0.48098519330928824,-0.15608409269396104,-0.2265565436254781,1,0,0,1,1,0,0
Home Mortgage,2.03335233267973,10+ years,-0.11095342154390785,-0.23039849588571198,0.21054297049046988,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.365032247035394,1.607070816603485,1.6092231177510288,-0.22168803532868483,0,0,0,0,0,1,1
Rent,-0.4441593192780854,10+ years,3.5711291518158657,-0.6378469087937149,0.04012416174739688,-0.48239011614763894,1.6647792271904904,-0.3370990397177327,debt consolidation,Short Term,-0.36370496952299286,-0.11551113174200717,-0.5942036088947434,-0.23142505192227142,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,2 years,-0.11095342154390785,1.3993951557462996,-0.5847448036438715,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35717608730467065,4.65310643244973,1.89834007313099,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.48890238856015883,5 years,-0.11095342154390785,-0.6378469087937149,-0.6983573428059201,-0.8746157373983255,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36205931080045184,-0.6647982026843928,-0.2416117303063626,3.946450567911624,0,0,0,0,0,1,1
Rent,-0.40875006908465633,4 years,-0.11095342154390785,-0.6378469087937149,-0.38592286011028615,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.37023660828858895,-0.8310966716539997,-0.3721671536029402,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.6582692275258002,5 years,-0.11095342154390785,-0.8415711152477163,-1.465241982149749,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.6355674509496201,-0.7914202791539282,-0.23142505192227142,0,0,0,0,0,1,0
Rent,1.4980158304527136,10+ years,-0.11095342154390785,2.4180161880163067,0.9632260424390429,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.6047967586547441,2.2952050817775556,-0.23003404955175905,0,0,0,0,0,1,0
Rent,-0.2896821440967102,6 years,-0.11095342154390785,-0.026674289431710546,-0.826171449363225,0.30371070839684555,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3607244527830474,0.15981983449595435,-0.8305785210803904,-0.256463094591494,0,0,0,0,1,0,1
Home Mortgage,-0.40875006908465633,3 years,-0.11095342154390785,0.7882225363842952,0.011721026956884288,0.1580226215893357,1.6647792271904904,2.545731972691612,debt consolidation,Long Term,-0.34830689645077506,-0.33524987075432733,-0.31288476165003054,-0.2265565436254781,1,0,0,1,1,0,1
Home Mortgage,-0.40875006908465633,5 years,-0.11095342154390785,-1.2490195281557193,-0.30071345573874964,-1.1629176899330016,1.6647792271904904,2.545731972691612,buy a car,Short Term,-0.36989548556343915,-0.6192484423124157,-0.37853980111131524,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.04648430228702936,10+ years,-0.11095342154390785,-0.4341227023397134,1.3750714969014695,-0.8911115578294384,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36286560087807873,-0.5536735248215248,-0.0006250337396547094,-0.23212055310752758,0,0,0,0,0,1,0
Home Mortgage,9.65189696896259,2 years,7.253211725175639,0.7882225363842952,-0.25810875355298124,1.6448209094463162,3.6705373322392743,-0.3370990397177327,debt consolidation,Short Term,-0.3543678547693463,4.321884356044054,1.836374461174554,-0.23003404955175905,0,0,0,0,0,1,1
Rent,0.9836680748536019,8 years,-0.11095342154390785,1.8068435686543023,-0.07348837741465196,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3577880407994849,2.4041318465246704,1.573167348953644,-0.22794754599599049,0,0,0,0,0,1,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-1.2490195281557193,-1.3232263081971882,-0.61840565370236,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36381178572985795,0.01647557547758012,-0.3485212773218645,-0.2265565436254781,1,0,0,1,0,1,0
Home Mortgage,-0.38418088920846255,10+ years,-0.11095342154390785,0.5844983299302937,0.23894610528098198,1.1805385453124504,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.9934641365269165,0.8677320399015516,-0.22516554125496577,0,0,0,0,0,1,0
Rent,1.4338643437006018,< 1 year,-0.11095342154390785,-0.8415711152477163,0.5229774531861038,-0.2236306783850468,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36779706395115386,-0.05190884166880025,0.783042908540252,-0.2237745388844534,0,0,0,0,0,1,0
Rent,0.8210670200950732,2 years,-0.11095342154390785,1.1956709492922981,-0.41432599490079824,0.362270870927296,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,0.3878077427094987,0.31163469417072115,-0.23072955073701523,0,0,0,0,0,1,0
Home Mortgage,-0.5758451848858657,1 year,-0.11095342154390785,-0.4341227023397134,0.42356648141931125,-0.016308207966742753,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3647869143280135,0.46240892505100456,0.1447719502014279,-0.27524162659341095,0,0,0,0,1,0,0
Rent,-1.330007890191102,3 years,-0.11095342154390785,0.1770499170222909,-0.11609307960042034,-0.15082412548227167,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3685275489787474,-0.42587117879096426,-1.216962201588181,-0.24116206851585797,0,0,0,0,0,1,1
Home Mortgage,-0.40875006908465633,4 years,-0.11095342154390785,-0.6378469087937149,-0.982388690711042,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Long Term,-0.35175051313274214,-0.9118548426022163,-0.6621226152340035,-0.2265565436254781,1,0,0,1,1,0,1
Rent,0.5572014360176796,10+ years,-0.11095342154390785,-0.6378469087937149,1.360869929506213,0.4750422978745399,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3560445246487191,0.5002475055174895,0.5706492751361215,-0.25020358392418834,0,0,0,0,1,0,0
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-1.2490195281557193,1.9715373275022257,-0.8380999894439987,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.3684152196773344,-0.1918458351475384,-0.3993347561386443,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.9262831756425913,1 year,-0.11095342154390785,-0.8415711152477163,-1.3800325777782125,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,2.76051988315993,-0.6725691591782997,-0.9592892306245437,-0.2362935602190647,0,0,0,0,0,1,0
Own Home,5.7553978890999,10+ years,-0.11095342154390785,-1.0452953217017178,-0.14449621439093244,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3581071111464432,4.884740712556569,2.0847400127509594,-0.23212055310752758,0,0,0,0,1,0,0
Rent,0.5300889139030456,7 years,-0.11095342154390785,0.3807741234762923,0.21054297049046988,0.7600450863229933,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35555592664441354,0.6217135331760952,-0.0460720725493818,-0.22794754599599049,0,0,0,0,0,1,1
Home Mortgage,-0.22239469167195844,10+ years,-0.11095342154390785,0.1770499170222909,-0.6841557754106641,-0.7705421066783957,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.3651928159141009,-0.46305221678488784,-0.5636819813546315,-0.22933854836650286,0,0,0,0,0,1,0
Rent,-0.9074179963205692,6 years,-0.11095342154390785,-1.0452953217017178,-1.4084357125687248,-1.0226282352665832,-0.3409788778582933,-0.3370990397177327,take a trip,Short Term,-0.3685399534414801,-0.4860064267361204,-1.2168783509630707,-0.2662001111850806,0,0,0,0,0,1,1
Rent,-0.40875006908465633,< 1 year,-0.11095342154390785,-0.8415711152477163,0.721799396719689,-0.8630686630965466,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36134329764604645,-0.21653356616279634,-0.45165754620740756,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.40875006908465633,9 years,-0.11095342154390785,0.3807741234762923,0.02592259435214058,0.8764905823662578,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.35509971807057683,0.6940432051578437,0.5631027188762037,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.4341227023397134,-0.4853338318770787,-0.19326337259140733,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.36348100005698536,-0.38851081103179663,-0.44503334682370194,-0.22238353651394102,0,0,0,0,0,1,0
Home Mortgage,-0.6822704766108859,10+ years,3.5711291518158657,-0.23039849588571198,-0.1728993491814445,0.17384361300281206,1.6647792271904904,-0.3370990397177327,buy a car,Short Term,2.76051988315993,-0.19889947258046925,-0.1991833140006026,-0.24185756970111416,0,1,0,0,0,1,0
Home Mortgage,0.0616941670974982,10+ years,-0.11095342154390785,2.0105677751083038,1.4460793338777498,-0.41850630247805665,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.36157140193296483,-0.2093005989646215,1.6275864046501622,-0.23351155547803995,0,0,0,0,0,1,1
Home Mortgage,0.3566230961841901,10+ years,-0.11095342154390785,-0.6378469087937149,0.22474453788572568,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3569383351022935,-0.5988646256630139,-0.5196604031717779,-0.23838006377483326,0,0,0,0,1,0,1
Rent,-0.40875006908465633,4 years,-0.11095342154390785,-1.4527437346097205,-1.9622968409837123,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3657241404011524,-0.8517195946570602,-0.9907332150408679,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.881391950501968,6 years,-0.11095342154390785,0.3807741234762923,-1.2664200386161637,-0.4478988552462213,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36843244809779657,-0.35712810211409585,-0.33351201542713915,4.4611214450012,0,0,0,0,0,1,1
Home Mortgage,-0.7013825823638246,7 years,-0.11095342154390785,0.3807741234762923,-0.016682107833627797,-1.1148548676768957,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36689291644530214,-0.6729278187087877,-0.23549063467331816,-0.23698906140432088,0,0,0,0,0,1,0
Rent,-0.40875006908465633,1 year,-0.11095342154390785,0.7882225363842952,-0.5847448036438715,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,small business,Long Term,-0.36249002131200464,-0.9118548426022163,-0.5251945444290509,-0.2265565436254781,1,0,0,1,1,0,1
Rent,5.205838424452091,3 years,-0.11095342154390785,1.1956709492922981,-0.41432599490079824,-0.37681686538851705,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3647255811511684,-0.8999593015076973,1.9239145137896005,-0.2265565436254781,0,0,0,0,0,1,0
Home Mortgage,-0.2907439277496513,10+ years,-0.11095342154390785,0.3807741234762923,-0.513736966667591,-0.4477488932423021,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3554387733852712,0.11163990423373182,-0.17989767022525716,4.2733361249820305,0,0,0,0,1,0,1
Rent,0.08838691427957404,< 1 year,-0.11095342154390785,-1.0452953217017178,-1.7918780322406394,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36170371620211383,-0.766358626400914,1.0906070014444567,-0.24394407325688272,0,0,0,0,0,1,1
Home Mortgage,-0.34985811531106625,10+ years,-0.11095342154390785,-0.4341227023397134,-0.5989463710391275,-0.19768725170702395,1.6647792271904904,2.545731972691612,debt consolidation,Short Term,-0.361251642449188,0.06280243149894794,-0.5571416325960361,-0.22864304718124667,0,1,0,0,0,1,1
Rent,-0.7154573889260663,10+ years,-0.11095342154390785,0.5844983299302937,-0.27231032094823754,0.04292678358134412,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36024619183101914,0.2702869698862611,-0.1467766733067291,-0.25924509933251877,0,0,0,0,1,0,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,0.1770499170222909,-0.44272912969131056,-0.43282767385234094,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3583703614111043,0.026338712566000365,0.08808892762693435,-0.2265565436254781,1,0,0,1,1,0,1
Rent,2.9985383658462244,10+ years,-0.11095342154390785,0.3807741234762923,0.3099539422572624,0.6107579114214224,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3572139898296873,-0.0660758931230766,0.261072767229272,-0.22516554125496577,0,0,0,0,0,1,0
Own Home,-0.10315391818237078,1 year,-0.11095342154390785,-0.6378469087937149,-1.1954122016398834,0.9684172907687318,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36331629635736756,0.08079518461176305,0.9306200087341998,-0.22168803532868483,0,0,0,0,0,1,0
Home Mortgage,-0.40875006908465633,1 year,-0.11095342154390785,-1.4527437346097205,0.8922182054627624,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,home improvements,Short Term,-0.36383797292896036,-0.4689103224495253,-0.3036611928879088,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,1.7520537425796299,10+ years,-0.11095342154390785,-0.026674289431710546,1.6306997100160792,-0.2623958563981619,-0.3409788778582933,-0.3370990397177327,home improvements,Long Term,-0.3610869387495702,0.2617986943313782,-0.4615519199704109,-0.2362935602190647,0,0,0,0,1,0,1
Own Home,-0.681480312031953,10+ years,-0.11095342154390785,0.5844983299302937,-0.42852756229605427,-0.698785287803055,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36134743246695733,-0.16805475295850048,-0.09193836448465989,-0.256463094591494,0,0,0,0,0,1,1
Rent,-0.287780810578653,4 years,-0.11095342154390785,1.1956709492922981,0.18213983569995779,1.1800136782987332,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.361409454780621,0.3540937468436259,0.09773174951460707,-0.2522900874799569,0,0,0,0,0,1,1
Rent,-0.40875006908465633,6 years,-0.11095342154390785,-1.0452953217017178,-0.1871009165767008,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36614037903951707,-0.763668679922254,-0.48326923187395204,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,2.0107585642508683,3 years,-0.11095342154390785,-0.026674289431710546,-0.22970561876246917,-0.1017865502006909,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3595977140848252,0.22999754929477476,0.6602017427538125,-0.22586104244022193,0,0,0,0,0,1,0
Rent,-0.40875006908465633,1 year,-0.11095342154390785,-0.026674289431710546,-1.0533965276873225,-0.5134322509589149,-0.3409788778582933,-0.3370990397177327,medical bills,Short Term,-0.3677908617197875,-0.8751520173156101,-1.3606821730270597,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.6754553071175899,7 years,-0.11095342154390785,-0.8415711152477163,-1.2380169038256517,-0.2623208753962023,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3663760638314388,-0.2539537105103786,-0.16321139582832783,-0.2272520448107343,0,0,0,0,0,1,1
Home Mortgage,1.3261303418917239,1 year,-0.11095342154390785,-0.026674289431710546,0.2531476726762383,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.3579899578873008,0.0317186055233205,0.8796388286671997,-0.2265565436254781,0,0,0,0,1,0,1
Rent,-0.40875006908465633,10+ years,-0.11095342154390785,-1.4527437346097205,1.3892730642967257,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36839316729914295,-0.7726351681844542,-0.2067298702605204,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.40875006908465633,9 years,-0.11095342154390785,-1.656467941063722,-1.1812106342446274,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,other,Short Term,-0.36151558185066757,-0.9118548426022163,-1.535678427632042,-0.2265565436254781,1,0,0,1,0,1,1
Rent,-0.40875006908465633,4 years,-0.11095342154390785,-1.0452953217017178,0.48037275100033544,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3698472459861452,-0.8233854917485075,-1.0787763714065755,-0.2265565436254781,1,0,0,1,0,1,1
Home Mortgage,-0.40875006908465633,10+ years,-0.11095342154390785,-0.8415711152477163,0.18213983569995779,-0.907457416256632,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36531548226779115,-0.6814160942636706,-0.44830352120299966,-0.2265565436254781,1,0,0,1,0,1,0
Rent,-0.3928726995767241,< 1 year,-0.11095342154390785,0.3807741234762923,0.9348229076485303,-0.34907389466346367,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.3635423332338305,-0.3076330869067506,-0.24605581343720306,-0.25924509933251877,0,0,0,0,0,1,0
Rent,-0.3878354003860271,10+ years,-0.11095342154390785,-1.2490195281557193,0.2531476726762383,1.6448209094463162,-0.3409788778582933,-0.3370990397177327,debt consolidation,Long Term,-0.36140600909652854,-0.040431736693183964,-0.5439770844537352,-0.22447004006970958,0,1,0,0,1,0,0
Rent,-0.061472736643662144,1 year,-0.11095342154390785,-1.2490195281557193,-1.0107918255015542,-1.1629176899330016,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.36648288003830387,-0.7120217075319807,-0.6058588457850609,-0.22099253414342865,0,0,0,0,0,1,0
Rent,-0.5337442284145989,3 years,-0.11095342154390785,0.3807741234762923,-1.3232263081971882,-0.7802896369331442,-0.3409788778582933,-0.3370990397177327,debt consolidation,Short Term,-0.359250389128309,-0.43412034799218846,0.2766689834997687,-0.2265565436254781,0,0,0,0,0,1,0
